Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	ttr_lemma_chunks_100	ttr_lemma_chunks_200	ttr_form_chunks_100	ttr_form_chunks_200	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Fut	verbs_tense_dist_Imp	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Cnd	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_+	verbs_num_pers_dist_+3	verbs_num_pers_dist_Plur+	verbs_num_pers_dist_Plur+1	verbs_num_pers_dist_Plur+2	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+3	aux_tense_dist_Fut	aux_tense_dist_Imp	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Cnd	aux_mood_dist_Imp	aux_mood_dist_Ind	aux_mood_dist_Sub	aux_form_dist_Fin	aux_form_dist_Ger	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_Plur+1	aux_num_pers_dist_Plur+2	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	prep_dist_5	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:poss	dep_dist_det:predet	dep_dist_discourse	dep_dist_dislocated	dep_dist_expl	dep_dist_expl:impers	dep_dist_expl:pass	dep_dist_fixed	dep_dist_flat	dep_dist_flat:foreign	dep_dist_flat:name	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:agent	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_vocative	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4	subordinate_dist_5
val_docs/100.conllu	20	525	26.25	4.313174946004319	0.5	0.465	0.6	0.53	5.523809523809524	16.19047619047619	4.571428571428571	1.9047619047619047	3.238095238095238	17.142857142857142	0	20.761904761904763	6.476190476190476	0	2.4761904761904763	1.7142857142857142	11.80952380952381	0.5714285714285714	1.7142857142857142	5.904761904761905	0	0.43628509719222464	26.08695652173913	4.3478260869565215	17.391304347826086	52.17391304347826	0	5.2631578947368425	94.73684210526316	0	61.29032258064516	0	25.806451612903224	12.903225806451612	0	0	0	0	0	26.31578947368421	0	5.2631578947368425	68.42105263157895	40.0	10.0	0	50.0	10.0	0	90.0	0	100.0	0	0	0	0	0	50.0	0	0	50.0	1.75	70.0	2.903225806451613	0	6.451612903225806	35.483870967741936	35.483870967741936	9.67741935483871	9.67741935483871	3.225806451612903	4.75	15.0	11.35	2.7968397291196387	37	1.2972972972972974	37	72.97297297297297	24.324324324324323	2.7027027027027026	0	0	0.0	100.0	85.71428571428571	14.285714285714286	0.38095238095238093	0.7619047619047619	1.1428571428571428	3.4285714285714284	5.142857142857143	0.19047619047619047	0.5714285714285714	0.19047619047619047	15.428571428571429	3.238095238095238	0.5714285714285714	0	4.190476190476191	1.1428571428571428	0.19047619047619047	16.952380952380953	0.19047619047619047	0	0	0	0	0.5714285714285714	0.19047619047619047	1.1428571428571428	0	0	0.19047619047619047	0	1.3333333333333333	9.714285714285714	3.4285714285714284	0.38095238095238093	5.523809523809524	2.6666666666666665	4.9523809523809526	0.19047619047619047	0	11.80952380952381	3.8095238095238093	0	0.38095238095238093	46.666666666666664	53.333333333333336	100.0	0.0	1.1428571428571428	85.71428571428571	14.285714285714286	0	0	0
val_docs/299.conllu	31	1318	42.516129032258064	5.076788830715532	0.64	0.6	0.73	0.655	6.676783004552352	15.402124430955993	5.311077389984826	3.566009104704097	3.8694992412746587	13.960546282245827	0	20.106221547799695	0.7587253414264037	0	4.476479514415781	2.3520485584218513	13.050075872534142	1.3657056145675266	0	9.104704097116844	0	0.5008726003490401	5.882352941176471	0	39.705882352941174	54.411764705882355	0	0	92.85714285714286	7.142857142857143	35.0	4.166666666666667	39.166666666666664	21.666666666666668	0	0	0	2.380952380952381	0	30.952380952380953	4.761904761904762	2.380952380952381	59.523809523809526	0	5.128205128205129	2.5641025641025643	92.3076923076923	10.526315789473685	0	78.94736842105263	10.526315789473685	80.85106382978724	0	17.02127659574468	2.127659574468085	0	0	28.94736842105263	0	0	71.05263157894737	4.258064516129032	70.96774193548387	2.6166666666666667	2.608695652173913	10.434782608695652	35.65217391304348	25.217391304347824	18.26086956521739	4.3478260869565215	3.4782608695652173	6.290322580645161	9.984848484848484	20.741935483870968	3.2062780269058297	71	1.5254237288135593	59	62.71186440677966	25.423728813559322	10.169491525423728	0	1.694915254237288	1.8867924528301887	98.11320754716981	80.70175438596492	19.29824561403509	1.1380880121396055	1.7450682852807284	1.1380880121396055	5.0834597875569045	5.311077389984826	0.30349013657056145	2.3520485584218513	0.30349013657056145	13.505311077389985	3.8694992412746587	0.6069802731411229	0.07587253414264036	5.842185128983308	0.9104704097116844	0.15174506828528073	13.657056145675266	0.30349013657056145	0	0	0	0.9104704097116844	0.15174506828528073	0	0.30349013657056145	0.15174506828528073	0	0.6069802731411229	0	3.338391502276176	7.814871016691957	3.945371775417299	0.2276176024279211	0.37936267071320184	4.02124430955994	5.0834597875569045	0.07587253414264036	0.37936267071320184	13.050075872534142	2.3520485584218513	0	0.9104704097116844	22.68041237113402	77.31958762886597	89.33333333333333	10.666666666666666	1.2881355932203389	72.88135593220339	25.423728813559322	1.694915254237288	0	0
val_docs/43.conllu	17	334	19.647058823529413	4.591836734693878	0.58	0.545	0.66	0.615	5.389221556886228	17.365269461077844	5.688622754491018	5.9880239520958085	1.1976047904191616	14.67065868263473	0	20.95808383233533	0.5988023952095808	0	3.592814371257485	3.8922155688622753	11.976047904191617	0.8982035928143712	0	7.7844311377245505	0	0.4965986394557823	0	0	78.94736842105263	21.05263157894737	0	0	100.0	0	15.384615384615385	0	26.923076923076923	57.69230769230769	0	0	0	0	0	100.0	0	0	0	0	10.0	15.0	75.0	0	0	100.0	0	85.0	0	0	15.0	0	0	11.764705882352942	0	0	88.23529411764706	1.6470588235294117	88.23529411764706	3.230769230769231	3.8461538461538463	3.8461538461538463	19.23076923076923	34.61538461538461	19.23076923076923	15.384615384615385	3.8461538461538463	3.5294117647058822	11.928571428571429	8.411764705882353	2.5054151624548737	27	1.2173913043478262	23	78.26086956521739	21.73913043478261	0	0	0	25.0	75.0	90.9090909090909	9.090909090909092	0.8982035928143712	0	1.1976047904191616	5.389221556886228	4.790419161676646	0.2994011976047904	4.790419161676646	0.5988023952095808	15.568862275449101	1.1976047904191616	0	0	1.4970059880239521	0.5988023952095808	0	14.37125748502994	0.2994011976047904	0	0	0	1.4970059880239521	0	0	0.2994011976047904	0	0	1.1976047904191616	0.2994011976047904	2.395209580838323	9.281437125748504	2.694610778443114	0.5988023952095808	0.5988023952095808	3.2934131736526946	7.485029940119761	0.5988023952095808	0.8982035928143712	11.976047904191617	5.089820359281437	0	0.2994011976047904	65.21739130434783	34.78260869565217	87.5	12.5	1.1428571428571428	85.71428571428571	14.285714285714286	0	0	0
val_docs/32.conllu	24	513	21.375	4.230088495575221	0.63	0.52	0.74	0.63	4.483430799220273	13.060428849902534	6.237816764132553	5.653021442495127	3.508771929824561	15.594541910331383	0	18.908382066276804	3.1189083820662766	0	5.2631578947368425	3.313840155945419	11.89083820662768	0.3898635477582846	0	8.576998050682262	0	0.47123893805309736	0	3.0303030303030303	51.515151515151516	45.45454545454545	0	0	94.44444444444444	5.555555555555555	40.90909090909091	2.272727272727273	22.727272727272727	34.09090909090909	0	0	0	0	5.555555555555555	27.77777777777778	5.555555555555555	5.555555555555555	55.55555555555556	0	13.793103448275861	17.24137931034483	68.96551724137932	0	0	100.0	0	82.75862068965517	0	0	17.24137931034483	4.166666666666667	0	16.666666666666668	0	0	79.16666666666667	2.2083333333333335	95.83333333333333	2.6363636363636362	0	9.30232558139535	41.86046511627907	32.55813953488372	6.976744186046512	4.651162790697675	4.651162790697675	3.9583333333333335	9.679245283018869	8.458333333333334	2.630841121495327	35	1.2592592592592593	27	81.48148148148148	14.814814814814815	0	3.7037037037037037	0	26.08695652173913	73.91304347826087	70.83333333333333	29.166666666666668	0.1949317738791423	1.364522417153996	1.1695906432748537	6.042884990253412	3.7037037037037037	0.1949317738791423	2.9239766081871346	0.9746588693957114	12.085769980506823	3.508771929824561	0.3898635477582846	0.1949317738791423	3.898635477582846	1.7543859649122806	0.1949317738791423	15.2046783625731	0.3898635477582846	0	0	0	0.9746588693957114	0.3898635477582846	0	0.1949317738791423	0	0	0.7797270955165692	0.3898635477582846	1.364522417153996	7.797270955165692	3.898635477582846	0.5847953216374269	2.53411306042885	4.093567251461988	5.0682261208577	0.1949317738791423	0.3898635477582846	11.89083820662768	4.678362573099415	0	0.5847953216374269	54.76190476190476	45.23809523809524	89.47368421052632	10.526315789473685	1.1176470588235294	94.11764705882354	0	5.882352941176471	0	0
val_docs/200.conllu	30	1081	36.03333333333333	4.807216494845361	0.72	0.585	0.79	0.64	5.550416281221092	17.113783533765034	3.4227567067530065	3.700277520814061	2.2201665124884364	17.02127659574468	0	18.501387604070306	0.5550416281221091	0	2.775208140610546	9.620721554116558	10.26827012025902	1.0175763182238668	0	8.233117483811286	0	0.5051546391752577	0	0	61.666666666666664	38.333333333333336	0	0	100.0	0	28.089887640449437	4.49438202247191	28.089887640449437	39.325842696629216	0	0	0	4.0	0	24.0	0	0	72.0	0	7.5	7.5	85.0	8.108108108108109	0	83.78378378378379	8.108108108108109	92.5	0	0	7.5	0	0	18.91891891891892	0	0	81.08108108108108	3.2333333333333334	80.0	2.5842696629213484	0	18.181818181818183	37.5	21.59090909090909	13.636363636363637	5.681818181818182	3.409090909090909	6.266666666666667	11.144329896907216	15.8	2.972340425531915	74	1.4492753623188406	69	69.56521739130434	18.840579710144926	8.695652173913043	2.898550724637681	0	2.2222222222222223	97.77777777777777	84.78260869565217	15.217391304347826	1.0175763182238668	1.572617946345976	1.6651248843663276	3.145235892691952	5.180388529139686	0.3700277520814061	2.3126734505087883	0.46253469010175763	15.448658649398705	2.2201665124884364	0.5550416281221091	0.27752081406105455	2.3126734505087883	0.9250693802035153	0.09250693802035152	16.743755781683625	0.18501387604070305	0.09250693802035152	0	0	0.3700277520814061	0.09250693802035152	0	0.27752081406105455	0	0	2.9602220166512487	0.09250693802035152	2.682701202590194	10.545790934320074	3.700277520814061	0.46253469010175763	0.27752081406105455	4.070305272895467	5.365402405180388	0.3700277520814061	0.18501387604070305	10.26827012025902	2.775208140610546	0	0.9250693802035153	27.906976744186046	72.09302325581395	80.64516129032258	19.35483870967742	1.3191489361702127	78.72340425531915	14.893617021276595	4.25531914893617	0	2.127659574468085
val_docs/335.conllu	22	327	14.863636363636363	4.51063829787234	0.64	0.545	0.75	0.635	4.587155963302752	16.513761467889907	5.81039755351682	2.4464831804281344	1.2232415902140672	15.902140672782874	0.3058103975535168	20.795107033639145	0	0	5.198776758409786	1.834862385321101	13.761467889908257	1.2232415902140672	0	10.397553516819572	0	0.5035460992907801	0	4.761904761904762	19.047619047619047	76.19047619047619	11.764705882352942	0	88.23529411764706	0	50.0	2.9411764705882355	35.294117647058826	11.764705882352942	0	0	0	11.764705882352942	0	11.764705882352942	11.764705882352942	0	64.70588235294117	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	1.7272727272727273	86.36363636363636	2.411764705882353	3.0303030303030303	12.121212121212121	45.45454545454545	18.181818181818183	15.151515151515152	6.0606060606060606	0	3.727272727272727	8.605263157894736	6.409090909090909	2.2653846153846153	21	1.2857142857142858	21	76.19047619047619	19.047619047619047	4.761904761904762	0	0	30.434782608695652	69.56521739130434	71.42857142857143	28.571428571428573	1.2232415902140672	0.6116207951070336	2.140672782874618	5.198776758409786	4.587155963302752	0	0.6116207951070336	0.6116207951070336	14.067278287461773	1.2232415902140672	0	0	2.140672782874618	1.2232415902140672	0.6116207951070336	15.902140672782874	0	0	0.3058103975535168	0	0.6116207951070336	0.3058103975535168	0	0.3058103975535168	0	0	0	1.2232415902140672	3.669724770642202	8.256880733944953	2.7522935779816513	0.9174311926605505	0	5.81039755351682	4.587155963302752	0	0	13.761467889908257	6.72782874617737	0	0.6116207951070336	52.77777777777778	47.22222222222222	76.47058823529412	23.529411764705884	1.2142857142857142	78.57142857142857	21.428571428571427	0	0	0
val_docs/440.conllu	41	1060	25.853658536585368	4.642094017094017	0.63	0.52	0.71	0.61	4.811320754716981	13.584905660377359	5.188679245283019	6.037735849056604	3.018867924528302	15.377358490566039	0.09433962264150944	16.32075471698113	0.37735849056603776	0	5.471698113207547	5.566037735849057	11.69811320754717	1.7924528301886793	0	10.660377358490566	0	0.48183760683760685	5.882352941176471	5.882352941176471	41.1764705882353	47.05882352941177	2.380952380952381	2.380952380952381	83.33333333333333	11.904761904761905	37.16814159292036	4.424778761061947	35.39823008849557	23.008849557522122	0	0	0	16.666666666666668	0	14.285714285714286	11.904761904761905	7.142857142857143	50.0	3.508771929824561	7.017543859649122	10.526315789473685	78.94736842105263	0	0	86.27450980392157	13.72549019607843	79.6875	0	10.9375	9.375	7.8431372549019605	0	29.41176470588235	17.647058823529413	1.9607843137254901	43.13725490196079	3.317073170731707	85.36585365853658	2.5398230088495577	0	11.607142857142858	42.857142857142854	29.464285714285715	9.821428571428571	6.25	0	5.0	7.794117647058823	10.585365853658537	2.683798882681564	30	1.2666666666666666	45	80.0	13.333333333333334	6.666666666666667	0	0	23.728813559322035	76.27118644067797	83.33333333333333	16.666666666666668	0.8490566037735849	1.6981132075471699	2.2641509433962264	4.433962264150943	3.1132075471698113	0.4716981132075472	3.1132075471698113	0.660377358490566	10.660377358490566	3.018867924528302	1.320754716981132	0.18867924528301888	4.150943396226415	2.2641509433962264	0.2830188679245283	12.830188679245284	1.9811320754716981	0.5660377358490566	0.09433962264150944	0	0.7547169811320755	0	0	0.5660377358490566	0	0	1.7924528301886793	0.18867924528301888	4.716981132075472	6.037735849056604	4.339622641509434	0.4716981132075472	0.37735849056603776	5.377358490566038	4.245283018867925	0	0.18867924528301888	11.69811320754717	3.8679245283018866	0	1.4150943396226414	30.434782608695652	69.56521739130434	91.25	8.75	1.3387096774193548	72.58064516129032	24.193548387096776	1.6129032258064515	0	1.6129032258064515
val_docs/943.conllu	8	282	35.25	4.921161825726141	0.64	0.535	0.7	0.595	6.73758865248227	14.539007092198581	3.900709219858156	1.7730496453900708	4.609929078014185	18.43971631205674	0	21.27659574468085	0	0	2.127659574468085	3.900709219858156	14.539007092198581	0.7092198581560284	0	7.446808510638298	0	0.5062240663900415	0	8.333333333333334	58.333333333333336	33.333333333333336	0	0	80.0	20.0	23.80952380952381	9.523809523809524	33.333333333333336	33.333333333333336	0	0	0	0	0	40.0	0	0	60.0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	2.625	62.5	2.5238095238095237	4.761904761904762	19.047619047619047	19.047619047619047	38.095238095238095	14.285714285714286	4.761904761904762	0	4.875	13.428571428571429	19.25	3.3819742489270386	37	1.105263157894737	19	89.47368421052632	10.526315789473685	0	0	0	0.0	100.0	88.88888888888889	11.11111111111111	0.7092198581560284	1.4184397163120568	1.7730496453900708	3.900709219858156	5.319148936170213	1.4184397163120568	1.7730496453900708	0	12.76595744680851	4.609929078014185	0.7092198581560284	0	7.446808510638298	0	0	17.375886524822697	1.0638297872340425	0	0	0	0.3546099290780142	0.3546099290780142	0	0.3546099290780142	0	0	0.3546099290780142	0	2.127659574468085	7.446808510638298	3.1914893617021276	0	0	3.900709219858156	3.900709219858156	0	0	14.539007092198581	2.8368794326241136	0	0.3546099290780142	26.31578947368421	73.6842105263158	100.0	0.0	1.1666666666666667	83.33333333333333	16.666666666666668	0	0	0
val_docs/112.conllu	19	447	23.526315789473685	4.510204081632653	0.69	0.55	0.77	0.6	5.592841163310962	19.01565995525727	4.47427293064877	3.131991051454139	2.237136465324385	15.212527964205817	0	17.002237136465325	2.684563758389262	0	2.684563758389262	7.829977628635347	12.304250559284116	0.8948545861297539	0.6711409395973155	5.592841163310962	0.6711409395973155	0.461734693877551	0	0	61.904761904761905	38.095238095238095	0	0	87.5	12.5	32.0	0	16.0	52.0	0	0	0	0	0	12.5	0	0	87.5	0	7.142857142857143	0	92.85714285714286	0	0	92.85714285714286	7.142857142857143	100.0	0	0	0	0	0	78.57142857142857	0	0	21.428571428571427	1.5263157894736843	63.1578947368421	3.2	0	8.0	16.0	36.0	28.0	12.0	0	4.315789473684211	15.413793103448276	11.0	2.8605898123324396	27	1.2727272727272727	33	75.75757575757575	21.21212121212121	3.0303030303030303	0	0	11.11111111111111	88.88888888888889	83.33333333333333	16.666666666666668	0.6711409395973155	0.6711409395973155	1.342281879194631	4.026845637583893	5.369127516778524	0.44742729306487694	2.237136465324385	0	17.89709172259508	2.237136465324385	0.22371364653243847	0	1.5659955257270695	0.8948545861297539	0	14.765100671140939	0.22371364653243847	0.22371364653243847	0	0	0.44742729306487694	0.44742729306487694	0	0.6711409395973155	0	0.44742729306487694	1.1185682326621924	0	1.7897091722595078	10.51454138702461	2.684563758389262	0	2.237136465324385	2.0134228187919465	7.382550335570469	0.22371364653243847	0.44742729306487694	12.304250559284116	4.250559284116331	0	0.22371364653243847	48.0	52.0	92.3076923076923	7.6923076923076925	1.4444444444444444	66.66666666666667	22.22222222222222	11.11111111111111	0	0
val_docs/154.conllu	15	376	25.066666666666666	4.293768545994065	0.69	0.565	0.83	0.675	4.5212765957446805	12.23404255319149	5.319148936170213	7.180851063829787	2.6595744680851063	17.02127659574468	0	15.691489361702128	4.25531914893617	0	2.393617021276596	5.851063829787234	10.372340425531915	2.127659574468085	0	10.372340425531915	0	0.4658753709198813	0	3.225806451612903	87.09677419354838	9.67741935483871	16.666666666666668	0	83.33333333333333	0	15.384615384615385	2.5641025641025643	17.94871794871795	64.1025641025641	0	0	0	0	0	0	0	0	100.0	0	48.148148148148145	11.11111111111111	40.74074074074074	0	0	87.5	12.5	88.88888888888889	0	0	11.11111111111111	4.166666666666667	0	4.166666666666667	0	0	91.66666666666667	2.8	93.33333333333333	2.7435897435897436	2.5641025641025643	12.820512820512821	28.205128205128204	33.333333333333336	10.256410256410257	12.820512820512821	0	4.866666666666666	8.952380952380953	10.0	2.767080745341615	30	1.0909090909090908	11	90.9090909090909	9.090909090909092	0	0	0	12.5	87.5	76.47058823529412	23.529411764705884	1.0638297872340425	0.7978723404255319	1.8617021276595744	3.723404255319149	3.723404255319149	0	4.5212765957446805	1.8617021276595744	10.904255319148936	2.6595744680851063	1.0638297872340425	0	3.1914893617021276	0.7978723404255319	0	14.095744680851064	2.393617021276596	0.5319148936170213	0	0	0.5319148936170213	0.26595744680851063	0	1.8617021276595744	1.0638297872340425	0	1.5957446808510638	0	3.1914893617021276	4.5212765957446805	3.723404255319149	0.7978723404255319	2.925531914893617	2.127659574468085	8.51063829787234	0	0.26595744680851063	10.372340425531915	3.9893617021276597	0	1.0638297872340425	41.1764705882353	58.8235294117647	80.0	20.0	1.375	75.0	12.5	12.5	0	0
